batch_id,date,movie_cd,movie_nm,open_dt,day_offset,seat_sell_ratio_pct,seat_occupancy_pct,seat_cnt,sales_amt,sales_amt_acc,audi_cnt,audi_cnt_acc
r18_2025,20250216,20251800,브루탈리스트,20250212,4,12.6,1.9,44405,58691300,279741600,5574,26660
r18_2025,20250217,20251800,브루탈리스트,20250212,5,6.8,2.5,49859,31581160,311322760,3363,30023
r18_2025,20250218,20251800,브루탈리스트,20250212,6,6.8,2.5,48928,31085000,342407760,3302,33325
r18_2025,20250219,20251800,브루탈리스트,20250212,7,8.4,1.6,32297,25195760,367603520,2718,36043
r18_2025,20250220,20251800,브루탈리스트,20250212,8,8.3,1.7,32948,25721500,393325020,2742,38785
r18_2025,20250221,20251800,브루탈리스트,20250212,9,12.4,1.0,22320,27247100,420572120,2761,41546
r18_2025,20250222,20251800,브루탈리스트,20250212,10,21.6,1.0,24990,55755400,476327520,5397,46943
r18_2025,20250223,20251800,브루탈리스트,20250212,11,22.0,1.0,24561,54701700,531029220,5407,52350
r18_2025,20250224,20251800,브루탈리스트,20250212,12,8.6,1.4,26345,21550500,552579720,2262,54612
r18_2025,20250225,20251800,브루탈리스트,20250212,13,9.3,1.3,25968,22792400,575372120,2407,57019
r18_2025,20250226,20251800,브루탈리스트,20250212,14,12.7,0.7,14036,14344100,589716220,1780,58799
r18_2025,20250227,20251800,브루탈리스트,20250212,15,11.2,0.7,15240,16287400,606003620,1705,60504
r18_2025,20250228,20251800,브루탈리스트,20250212,16,14.8,0.4,8968,13825000,619828620,1326,61830
r18_2025,20250301,20251800,브루탈리스트,20250212,17,26.7,0.4,8608,23487800,643316420,2294,64124
r18_2025,20250302,20251800,브루탈리스트,20250212,18,29.2,0.4,8577,24711200,668027620,2505,66629
r18_2025,20250303,20251800,브루탈리스트,20250212,19,29.3,0.3,7791,23507100,691534720,2283,68912
r18_2025,20250304,20251800,브루탈리스트,20250212,20,12.6,0.4,7698,9325800,700860520,970,69882
r18_2025,20250619,20253114,28년 후,20250619,0,11.6,24.4,490353,506760060,509874060,56675,57021
r18_2025,20250620,20253114,28년 후,20250619,1,9.0,23.4,503802,409105640,918979700,45272,102293
r18_2025,20250621,20253114,28년 후,20250619,2,15.4,21.0,513532,711818700,1630798400,79067,181360
r18_2025,20250622,20253114,28년 후,20250619,3,11.2,20.2,468498,473963760,2104762160,52607,233967
r18_2025,20250623,20253114,28년 후,20250619,4,4.5,21.6,411922,166175080,2270937240,18339,252306
r18_2025,20250624,20253114,28년 후,20250619,5,4.0,20.7,390935,140215520,2411152760,15452,267758
r18_2025,20250625,20253114,28년 후,20250619,6,8.0,7.5,150166,95636060,2506788820,12003,279761
r18_2025,20250626,20253114,28년 후,20250619,7,6.1,7.0,135950,73389300,2580178120,8244,288005
